instant_day,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,cnt_day,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,cnt_hour
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,166
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,68
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,75
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,145
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,138
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,133
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,122
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,150
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,225
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,198
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,135
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,81
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,75
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,43
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,39
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,28
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,27
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,25
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,9
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,6
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,8
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,10
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,41
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,66
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,100
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,125
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,168
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,227
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,239
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,216
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,219
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,248
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,203
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,153
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,138
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,85
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,51
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,63
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,41
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,31
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,20
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,21
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,14
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,6
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,2
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,7
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,14
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,54
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,86
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,108
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,163
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,147
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,164
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,172
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0.0,143
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,159
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,137
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,103
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,57
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,36
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,30
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,19
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,12
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,6
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,5
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,2
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,8
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,40
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,110
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,254
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,121
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,69
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,57
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0.0,79
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,83
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,80
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,72
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,132
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,252
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,241
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,173
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,112
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,61
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,40
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,2,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,19
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,16
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,4
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,3
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,3
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,2
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,8
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,50
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,133
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,287
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,172
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,59
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,81
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,106
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,104
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,86
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,87
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,136
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,299
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,294
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,190
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,132
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,21,0,2,1,1,0.34,0.3636,0.42,0.0,83
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0.0,55
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,35
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0.0,11
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0.0,10
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,2,0,3,1,2,0.32,0.3485,0.57,0.0,4
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0.0,4
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0.0,1
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,7
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,48
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,136
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,263
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,154
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,64
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,90
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,80
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,98
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,80
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,70
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,36
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,116
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,85
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,72
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,44
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,27
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,24
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,2,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836,12
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,3
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,5
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,5
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,1
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,2
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,8
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,36
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537,92
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,8,0,4,1,2,0.24,0.2273,1.0,0.2537,192
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,132
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,10,0,4,1,3,0.26,0.2424,0.93,0.2537,69
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,58
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,90
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,68
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,76
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,65
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,85
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,168
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343,177
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,19,0,4,1,2,0.3,0.303,0.87,0.1343,130
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,20,0,4,1,3,0.28,0.2576,0.93,0.2836,85
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,21,0,4,1,2,0.28,0.2727,0.93,0.1642,60
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,51
90,2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,2,0,3,23,0,4,1,3,0.26,0.2576,1.0,0.1642,27
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,0,0,5,1,3,0.26,0.2576,1.0,0.1642,6
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,1,0,5,1,3,0.26,0.2576,1.0,0.1642,4
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,7
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,4
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,3
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,12
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,28
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0.0,95
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,206
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,173
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,75
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,89
91,2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,95
